HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:8389	OR7E18P	olfactory receptor family 7 subfamily E member 18 pseudogene	OR7E61, OR7E98P	Approved	390885				ENSG00000180926
HGNC:8390	OR7E19P	olfactory receptor family 7 subfamily E member 19 pseudogene	OR7E65	Approved	26651				ENSG00000225980
HGNC:8392	OR7E20P	symbol withdrawn, see [HGNC:8442](/data/gene-symbol-report/#!/hgnc_id/HGNC:8442)		Symbol Withdrawn					
HGNC:8393	OR7E21P	olfactory receptor family 7 subfamily E member 21 pseudogene	OR7E49P, OR7E127P	Approved	9432				ENSG00000251178
HGNC:8394	OR7E22P	olfactory receptor family 7 subfamily E member 22 pseudogene		Approved	9431				ENSG00000179799
HGNC:8395	OR7E23P	olfactory receptor family 7 subfamily E member 23 pseudogene	OR7E92P	Approved	391279				ENSG00000228433
HGNC:8396	OR7E24	olfactory receptor family 7 subfamily E member 24	OR7E24P	Approved	26648	Q6IFN5	MGI:109317, MGI:3030700, MGI:3030702, MGI:3030703, MGI:3030706, MGI:3030707	RGD:2323270	ENSG00000237521
HGNC:8397	OR7E25P	olfactory receptor family 7 subfamily E member 25 pseudogene		Approved	26647				ENSG00000187847
HGNC:8398	OR7E26P	olfactory receptor family 7 subfamily E member 26 pseudogene	OR7E67P, OR7E69P, OR7E70P, OR7E68P	Approved	401637				ENSG00000228547
HGNC:8399	OR7E27P	symbol withdrawn, see [HGNC:8400](/data/gene-symbol-report/#!/hgnc_id/HGNC:8400)		Symbol Withdrawn					
HGNC:8400	OR7E28P	olfactory receptor family 7 subfamily E member 28 pseudogene	OR7E133P, OR7E107P, OR7E27P	Approved	26645				ENSG00000251491
HGNC:8401	OR7E29P	olfactory receptor family 7 subfamily E member 29 pseudogene		Approved	26644				ENSG00000243429
HGNC:8403	OR7E30P	olfactory receptor, family 7, subfamily E, member 30 pseudogene		Entry Withdrawn					
HGNC:8404	OR7E31P	olfactory receptor family 7 subfamily E member 31 pseudogene	OR7E32P	Approved	375601				ENSG00000185074
HGNC:8405	OR7E32P	symbol withdrawn, see [HGNC:8404](/data/gene-symbol-report/#!/hgnc_id/HGNC:8404)		Symbol Withdrawn					
HGNC:8406	OR7E33P	olfactory receptor family 7 subfamily E member 33 pseudogene		Approved	26640				ENSG00000226537
HGNC:8407	OR7E34P	olfactory receptor, family 7, subfamily E, member 34 pseudogene		Entry Withdrawn					
HGNC:8408	OR7E35P	olfactory receptor family 7 subfamily E member 35 pseudogene	OR7E120	Approved	391632				ENSG00000250425
HGNC:8409	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	OR7E119P	Approved	26637				ENSG00000205240
HGNC:8410	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene		Approved	100506759				ENSG00000215480
HGNC:8411	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene	OR7E76	Approved	389537				ENSG00000183444
HGNC:8412	OR7E39P	olfactory receptor family 7 subfamily E member 39 pseudogene	OR7E138P	Approved	253933				ENSG00000273252
HGNC:8414	OR7E40P	symbol withdrawn, see [HGNC:15365](/data/gene-symbol-report/#!/hgnc_id/HGNC:15365)		Symbol Withdrawn					
HGNC:8415	OR7E41P	olfactory receptor family 7 subfamily E member 41 pseudogene	OR7F6P, OR7E50P, OR7E95P	Approved	8583				ENSG00000250640
HGNC:8416	OR7E42P	symbol withdrawn, see [HGNC:8386](/data/gene-symbol-report/#!/hgnc_id/HGNC:8386)		Symbol Withdrawn					
HGNC:8417	OR7E43P	olfactory receptor family 7 subfamily E member 43 pseudogene		Approved	26475				ENSG00000249844
HGNC:8418	OR7E44P	olfactory receptor, family 7, subfamily E, member 44 pseudogene		Entry Withdrawn					
HGNC:8419	OR7E45P	olfactory receptor, family 7, subfamily E, member 45 pseudogene		Entry Withdrawn					
HGNC:8420	OR7E46P	olfactory receptor family 7 subfamily E member 46 pseudogene		Approved	402077				ENSG00000234485
HGNC:8421	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene		Approved	26628				ENSG00000257542
HGNC:8422	OR7E48P	olfactory receptor, family 7, subfamily E, member 48 pseudogene		Entry Withdrawn					
HGNC:8423	OR7E49P	symbol withdrawn, see [HGNC:8393](/data/gene-symbol-report/#!/hgnc_id/HGNC:8393)		Symbol Withdrawn					
HGNC:8425	OR7E50P	symbol withdrawn, see [HGNC:8415](/data/gene-symbol-report/#!/hgnc_id/HGNC:8415)		Symbol Withdrawn					
HGNC:8426	OR7E51P	symbol withdrawn, see [HGNC:8402](/data/gene-symbol-report/#!/hgnc_id/HGNC:8402)		Symbol Withdrawn					
HGNC:8427	OR7E52P	olfactory receptor, family 7, subfamily E, member 52 pseudogene		Entry Withdrawn					
HGNC:8428	OR7E53P	olfactory receptor family 7 subfamily E member 53 pseudogene	OR7E78P, OR7E78, OR7E132P	Approved	26478				ENSG00000239978
HGNC:8429	OR7E54P	symbol withdrawn, see [HGNC:14690](/data/gene-symbol-report/#!/hgnc_id/HGNC:14690)		Symbol Withdrawn					
HGNC:8430	OR7E55P	olfactory receptor family 7 subfamily E member 55 pseudogene	OR7E56P	Approved	391548				ENSG00000230655
HGNC:8431	OR7E56P	symbol withdrawn, see [HGNC:8430](/data/gene-symbol-report/#!/hgnc_id/HGNC:8430)		Symbol Withdrawn					
HGNC:8432	OR7E57P	olfactory receptor, family 7, subfamily E, member 57 pseudogene		Entry Withdrawn					
HGNC:8433	OR7E58P	symbol withdrawn, see [HGNC:8383](/data/gene-symbol-report/#!/hgnc_id/HGNC:8383)		Symbol Withdrawn					
HGNC:8434	OR7E59P	olfactory receptor family 7 subfamily E member 59 pseudogene	OR7E59, OR7E137P	Approved	402249				ENSG00000250561
HGNC:8436	OR7E60P	symbol withdrawn, see [HGNC:8387](/data/gene-symbol-report/#!/hgnc_id/HGNC:8387)		Symbol Withdrawn					
HGNC:8437	OR7E61	symbol withdrawn, see [HGNC:8389](/data/gene-symbol-report/#!/hgnc_id/HGNC:8389)		Symbol Withdrawn					
HGNC:8438	OR7E62P	olfactory receptor family 7 subfamily E member 62 pseudogene	OR7E63P, OR7E64P, OR7E82P	Approved	26479				ENSG00000234896
HGNC:8439	OR7E63P	symbol withdrawn, see [HGNC:8438](/data/gene-symbol-report/#!/hgnc_id/HGNC:8438)		Symbol Withdrawn					
HGNC:8440	OR7E64P	symbol withdrawn, see [HGNC:8438](/data/gene-symbol-report/#!/hgnc_id/HGNC:8438)		Symbol Withdrawn					
HGNC:8441	OR7E65	symbol withdrawn, see [HGNC:8390](/data/gene-symbol-report/#!/hgnc_id/HGNC:8390)		Symbol Withdrawn					
HGNC:8442	OR7E66P	olfactory receptor family 7 subfamily E member 66 pseudogene	OR7E6P, OR7E20P	Approved	26614				ENSG00000243674
HGNC:8443	OR7E67P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)		Symbol Withdrawn					
HGNC:8444	OR7E68P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	OR7E71P, OR7E72P, OR7E73P, OR7E74P, OR7E75P	Symbol Withdrawn					
HGNC:8445	OR7E69P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)		Symbol Withdrawn					
HGNC:8447	OR7E70P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)		Symbol Withdrawn					
HGNC:8448	OR7E71P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)		Symbol Withdrawn					
HGNC:8449	OR7E72P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)		Symbol Withdrawn					
HGNC:8450	OR7E73P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)		Symbol Withdrawn					
HGNC:8451	OR7E74P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)		Symbol Withdrawn					
HGNC:8452	OR7E75P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)		Symbol Withdrawn					
HGNC:8453	OR7E76	symbol withdrawn, see [HGNC:8411](/data/gene-symbol-report/#!/hgnc_id/HGNC:8411)		Symbol Withdrawn					
HGNC:8454	OR7E77P	olfactory receptor, family 7, subfamily E, member 77 pseudogene		Entry Withdrawn					
HGNC:8455	OR7E78P	symbol withdrawn, see [HGNC:8428](/data/gene-symbol-report/#!/hgnc_id/HGNC:8428)		Symbol Withdrawn					
HGNC:8456	OR7E79P	symbol withdrawn, see [HGNC:8383](/data/gene-symbol-report/#!/hgnc_id/HGNC:8383)		Symbol Withdrawn					
HGNC:15099	OR7E80P	symbol withdrawn, see [HGNC:8386](/data/gene-symbol-report/#!/hgnc_id/HGNC:8386)		Symbol Withdrawn					
HGNC:15442	OR7E81P	olfactory receptor, family 7, subfamily E, member 81 pseudogene		Entry Withdrawn					
HGNC:14688	OR7E83P	olfactory receptor family 7 subfamily E member 83 pseudogene	OR7E134P	Approved	391630				ENSG00000249866
HGNC:14690	OR7E84P	olfactory receptor family 7 subfamily E member 84 pseudogene	OR7E54P	Approved	390288				ENSG00000284689
HGNC:55114	OR7E85BP	olfactory receptor family 7 subfamily E member 85B pseudogene		Approved	650293				ENSG00000197468
HGNC:14692	OR7E85P	olfactory receptor family 7 subfamily E member 85 pseudogene	OR7E88P	Approved	442105				ENSG00000250884
HGNC:14694	OR7E86P	olfactory receptor family 7 subfamily E member 86 pseudogene		Approved	442104				ENSG00000248364
HGNC:14709	OR7E87P	olfactory receptor family 7 subfamily E member 87 pseudogene	OR7E3P, OR7F3P	Approved	8586				ENSG00000184055
HGNC:14717	OR7E88P	symbol withdrawn, see [HGNC:14692](/data/gene-symbol-report/#!/hgnc_id/HGNC:14692)		Symbol Withdrawn					
HGNC:14730	OR7E89P	olfactory receptor family 7 subfamily E member 89 pseudogene		Approved	79540				ENSG00000243792
HGNC:14733	OR7E90P	olfactory receptor family 7 subfamily E member 90 pseudogene	OR7E123P	Approved	79537				ENSG00000188668
HGNC:14747	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene		Approved	79315				ENSG00000205847
HGNC:14775	OR7E92P	symbol withdrawn, see [HGNC:8395](/data/gene-symbol-report/#!/hgnc_id/HGNC:8395)		Symbol Withdrawn					
HGNC:14780	OR7E93P	olfactory receptor family 7 subfamily E member 93 pseudogene	OR7E131P	Approved	79282				ENSG00000228963
HGNC:14789	OR7E94P	olfactory receptor family 7 subfamily E member 94 pseudogene		Approved	79273				ENSG00000249646
HGNC:14802	OR7E95P	symbol withdrawn, see [HGNC:8415](/data/gene-symbol-report/#!/hgnc_id/HGNC:8415)		Symbol Withdrawn					
HGNC:14815	OR7E96P	olfactory receptor family 7 subfamily E member 96 pseudogene		Approved	401450				ENSG00000227013
HGNC:14834	OR7E97P	olfactory receptor family 7 subfamily E member 97 pseudogene		Approved	79492				ENSG00000179170
HGNC:15400	OR7E98P	symbol withdrawn, see [HGNC:8389](/data/gene-symbol-report/#!/hgnc_id/HGNC:8389)		Symbol Withdrawn					
HGNC:15059	OR7E99P	olfactory receptor family 7 subfamily E member 99 pseudogene		Approved	81419				ENSG00000250710
HGNC:15048	OR7E100P	olfactory receptor family 7 subfamily E member 100 pseudogene		Approved	81430				ENSG00000242525
HGNC:15342	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene		Approved	81138				ENSG00000227019
HGNC:15043	OR7E102P	olfactory receptor family 7 subfamily E member 102 pseudogene	OR7E102	Approved	400984				ENSG00000168992
HGNC:19587	OR7E103P	olfactory receptor family 7 subfamily E member 103 pseudogene	OR4D12P	Approved	282754				ENSG00000198787
HGNC:15343	OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene		Approved	81137				ENSG00000219926
HGNC:15364	OR7E105P	olfactory receptor family 7 subfamily E member 105 pseudogene		Approved	81116				ENSG00000258423
HGNC:15365	OR7E106P	olfactory receptor family 7 subfamily E member 106 pseudogene	OR7E40P	Approved	81115				ENSG00000258550
HGNC:15044	OR7E107P	symbol withdrawn, see [HGNC:8400](/data/gene-symbol-report/#!/hgnc_id/HGNC:8400)		Symbol Withdrawn					
HGNC:15117	OR7E108P	olfactory receptor family 7 subfamily E member 108 pseudogene		Approved	81363				ENSG00000270432
HGNC:15118	OR7E109P	olfactory receptor family 7 subfamily E member 109 pseudogene		Approved	401540				ENSG00000236316
HGNC:15126	OR7E110P	olfactory receptor family 7 subfamily E member 110 pseudogene	OR7E68P, OR7E71P, OR7E72P, OR7E73P, OR7E74P, OR7E75P	Approved	81354				ENSG00000235623
HGNC:55115	OR7E111FP	olfactory receptor family 7 subfamily E member 111F pseudogene		Approved	100288392				ENSG00000250804
HGNC:15344	OR7E111P	olfactory receptor family 7 subfamily E member 111 pseudogene		Approved	81136				ENSG00000231667
HGNC:15119	OR7E112P	olfactory receptor, family 7, subfamily E, member 112 pseudogene		Entry Withdrawn					
HGNC:15120	OR7E113P	olfactory receptor, family 7, subfamily E, member 113 pseudogene		Entry Withdrawn					
HGNC:15121	OR7E114P	olfactory receptor, family 7, subfamily E, member 114 pseudogene		Entry Withdrawn					
HGNC:15127	OR7E115P	olfactory receptor family 7 subfamily E member 115 pseudogene		Approved	81353				ENSG00000182531
HGNC:15122	OR7E116P	olfactory receptor family 7 subfamily E member 116 pseudogene		Approved	81358				ENSG00000225072
HGNC:15303	OR7E117P	olfactory receptor family 7 subfamily E member 117 pseudogene		Approved	399857				ENSG00000238161
HGNC:15092	OR7E118P	olfactory receptor, family 7, subfamily E, member 118 pseudogene		Entry Withdrawn					
HGNC:15438	OR7E119P	symbol withdrawn, see [HGNC:8409](/data/gene-symbol-report/#!/hgnc_id/HGNC:8409)		Symbol Withdrawn					
HGNC:15439	OR7E120	symbol withdrawn, see [HGNC:8408](/data/gene-symbol-report/#!/hgnc_id/HGNC:8408)		Symbol Withdrawn					
HGNC:15049	OR7E121P	olfactory receptor family 7 subfamily E member 121 pseudogene		Approved	402133				ENSG00000244222
HGNC:15050	OR7E122P	olfactory receptor family 7 subfamily E member 122 pseudogene		Approved	81428				ENSG00000215160
HGNC:15440	OR7E123P	symbol withdrawn, see [HGNC:14733](/data/gene-symbol-report/#!/hgnc_id/HGNC:14733)		Symbol Withdrawn					
HGNC:15441	OR7E124P	olfactory receptor family 7 subfamily E member 124 pseudogene		Entry Withdrawn					
HGNC:15098	OR7E125P	olfactory receptor family 7 subfamily E member 125 pseudogene		Approved	389616				ENSG00000177306
HGNC:15304	OR7E126P	olfactory receptor family 7 subfamily E member 126 pseudogene		Approved	81176				ENSG00000254593
HGNC:15051	OR7E127P	symbol withdrawn, see [HGNC:8393](/data/gene-symbol-report/#!/hgnc_id/HGNC:8393)		Symbol Withdrawn					
HGNC:15305	OR7E128P	olfactory receptor family 7 subfamily E member 128 pseudogene		Approved	81175				ENSG00000228915
HGNC:15052	OR7E129P	olfactory receptor family 7 subfamily E member 129 pseudogene		Approved	391576				ENSG00000180770
HGNC:15053	OR7E130P	olfactory receptor family 7 subfamily E member 130 pseudogene		Approved	389144				ENSG00000234458
HGNC:15054	OR7E131P	symbol withdrawn, see [HGNC:14780](/data/gene-symbol-report/#!/hgnc_id/HGNC:14780)		Symbol Withdrawn					
HGNC:15055	OR7E132P	symbol withdrawn, see [HGNC:8428](/data/gene-symbol-report/#!/hgnc_id/HGNC:8428)		Symbol Withdrawn					
HGNC:19641	OR7E133P	symbol withdrawn, see [HGNC:8400](/data/gene-symbol-report/#!/hgnc_id/HGNC:8400)		Symbol Withdrawn					
HGNC:19553	OR7E134P	symbol withdrawn, see [HGNC:14688](/data/gene-symbol-report/#!/hgnc_id/HGNC:14688)		Symbol Withdrawn					
HGNC:19555	OR7E135P	olfactory receptor, family 7, subfamily E, member 135 pseudogene		Entry Withdrawn					
HGNC:19557	OR7E136P	olfactory receptor family 7 subfamily E member 136 pseudogene	OR7E147P, OR7E139P	Approved	155340				ENSG00000205897
HGNC:19558	OR7E137P	symbol withdrawn, see [HGNC:8434](/data/gene-symbol-report/#!/hgnc_id/HGNC:8434)		Symbol Withdrawn					
HGNC:19559	OR7E138P	symbol withdrawn, see [HGNC:8412](/data/gene-symbol-report/#!/hgnc_id/HGNC:8412)		Symbol Withdrawn					
HGNC:19560	OR7E139P	symbol withdrawn, see [HGNC:19557](/data/gene-symbol-report/#!/hgnc_id/HGNC:19557)		Symbol Withdrawn					
HGNC:19561	OR7E140P	olfactory receptor family 7 subfamily E member 140 pseudogene		Approved	344729				ENSG00000238152
HGNC:19643	OR7E141P	olfactory receptor, family 7, subfamily E, member 141 pseudogene		Entry Withdrawn					
HGNC:19644	OR7E142P	olfactory receptor, family 7, subfamily E, member 142 pseudogene		Entry Withdrawn					
HGNC:19586	OR7E143P	olfactory receptor, family 7, subfamily E, member 143 pseudogene		Entry Withdrawn					
HGNC:19617	OR7E144P	symbol withdrawn, see [HGNC:8382](/data/gene-symbol-report/#!/hgnc_id/HGNC:8382)		Symbol Withdrawn					
HGNC:19618	OR7E145P	olfactory receptor family 7 subfamily E member 145 pseudogene		Approved	390215				ENSG00000235855
HGNC:19588	OR7E147P	symbol withdrawn, see [HGNC:19557](/data/gene-symbol-report/#!/hgnc_id/HGNC:19557)		Symbol Withdrawn					
HGNC:19642	OR7E148P	olfactory receptor family 7 subfamily E member 148 pseudogene	OR7E150P	Approved	282801				ENSG00000214487
HGNC:19589	OR7E149P	olfactory receptor family 7 subfamily E member 149 pseudogene		Approved	282756				ENSG00000177586
HGNC:19626	OR7E150P	symbol withdrawn, see [HGNC:19642](/data/gene-symbol-report/#!/hgnc_id/HGNC:19642)		Symbol Withdrawn					
HGNC:19595	OR7E151P	symbol withdrawn, see [HGNC:8385](/data/gene-symbol-report/#!/hgnc_id/HGNC:8385)		Symbol Withdrawn					
HGNC:31309	OR7E154P	olfactory receptor family 7 subfamily E member 154 pseudogene		Approved	403296				ENSG00000254715
HGNC:31310	OR7E155P	olfactory receptor family 7 subfamily E member 155 pseudogene		Approved	403297				ENSG00000234655
HGNC:31311	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene		Approved	283491				ENSG00000274052
HGNC:31231	OR7E157P	olfactory receptor family 7 subfamily E member 157 pseudogene		Approved	403219				ENSG00000233176
HGNC:31232	OR7E158P	olfactory receptor family 7 subfamily E member 158 pseudogene		Approved	392194				ENSG00000254948
HGNC:31312	OR7E159P	olfactory receptor family 7 subfamily E member 159 pseudogene		Approved	403299				ENSG00000258849
HGNC:31233	OR7E160P	olfactory receptor family 7 subfamily E member 160 pseudogene		Approved	402333				
HGNC:31234	OR7E161P	olfactory receptor family 7 subfamily E member 161 pseudogene		Approved	389626				ENSG00000206014
HGNC:28374	OR7E162P	olfactory receptor family 7 subfamily E member 162 pseudogene		Approved	442101				ENSG00000234386
HGNC:45040	OR7E163P	olfactory receptor family 7 subfamily E member 163 pseudogene		Approved	100131415				ENSG00000251166
HGNC:8460	OR7F2P	symbol withdrawn, see [HGNC:8402](/data/gene-symbol-report/#!/hgnc_id/HGNC:8402)		Symbol Withdrawn					
HGNC:8461	OR7F3P	symbol withdrawn, see [HGNC:14709](/data/gene-symbol-report/#!/hgnc_id/HGNC:14709)		Symbol Withdrawn					
HGNC:8462	OR7F4P	symbol withdrawn, see [HGNC:8424](/data/gene-symbol-report/#!/hgnc_id/HGNC:8424)		Symbol Withdrawn					
HGNC:8463	OR7F5P	symbol withdrawn, see [HGNC:8435](/data/gene-symbol-report/#!/hgnc_id/HGNC:8435)		Symbol Withdrawn					
HGNC:8464	OR7F6P	symbol withdrawn, see [HGNC:8415](/data/gene-symbol-report/#!/hgnc_id/HGNC:8415)		Symbol Withdrawn					
HGNC:8465	OR7G1	olfactory receptor family 7 subfamily G member 1	OR7G1P	Approved	125962	Q8NGA0	MGI:3030679, MGI:3030680, MGI:3030681, MGI:3030688	RGD:1334335	ENSG00000161807
HGNC:8466	OR7G2	olfactory receptor family 7 subfamily G member 2		Approved	390882	Q8NG99	MGI:3030662, MGI:3030663, MGI:3030664, MGI:3030669, MGI:3030670, MGI:3030671, MGI:3030677, MGI:3030678, MGI:3030679, MGI:3030680, MGI:3030681, MGI:3030683, MGI:3030684, MGI:3030685, MGI:3030687, MGI:3030688, MGI:3030689	RGD:1333665	ENSG00000170923
HGNC:8467	OR7G3	olfactory receptor family 7 subfamily G member 3		Approved	390883	Q8NG95	MGI:3030666, MGI:3030668	RGD:1333031	ENSG00000170920
HGNC:31313	OR7G15P	olfactory receptor family 7 subfamily G member 15 pseudogene		Approved	403300				ENSG00000275787
HGNC:8468	OR7H1P	olfactory receptor family 7 subfamily H member 1 pseudogene		Approved	390886				ENSG00000226480
HGNC:31314	OR7H2P	olfactory receptor family 7 subfamily H member 2 pseudogene		Approved	403301				ENSG00000251261
HGNC:15366	OR7K1P	olfactory receptor family 7 subfamily K member 1 pseudogene		Approved	81114				ENSG00000258275
HGNC:14827	OR7L1P	olfactory receptor family 7 subfamily L member 1 pseudogene		Approved	79499				ENSG00000232787
HGNC:15128	OR7M1P	olfactory receptor family 7 subfamily M member 1 pseudogene		Approved	81352				ENSG00000273336
HGNC:8469	OR8A1	olfactory receptor family 8 subfamily A member 1		Approved	390275	Q8NGG7	MGI:1931271, MGI:2661338	RGD:1334242	ENSG00000196119
HGNC:15306	OR8A2P	olfactory receptor family 8 subfamily A member 2 pseudogene		Approved	390273				ENSG00000255510
HGNC:31315	OR8A3P	olfactory receptor family 8 subfamily A member 3 pseudogene		Approved	403302				ENSG00000255315
HGNC:8470	OR8B1P	olfactory receptor family 8 subfamily B member 1 pseudogene	OR8B11P	Approved	8582				ENSG00000227737
HGNC:8471	OR8B2	olfactory receptor family 8 subfamily B member 2		Approved	26595	Q96RD0	MGI:2660712, MGI:3030752	RGD:1334039	ENSG00000284680
HGNC:8472	OR8B3	olfactory receptor family 8 subfamily B member 3		Approved	390271	Q8NGG8	MGI:2660712, MGI:3030752		ENSG00000284609
HGNC:8473	OR8B4	olfactory receptor family 8 subfamily B member 4	OR8B4P	Approved	283162	Q96RC9	MGI:3030712	RGD:1333142	ENSG00000280090
HGNC:8474	OR8B5P	olfactory receptor family 8 subfamily B member 5 pseudogene		Approved	26592				ENSG00000255030
